Date,Open,High,Low,Close,Adj Close,Volume
2024-08-01,133.4600067138672,134.75,131.66000366210938,134.5,133.8322296142578,1627800
2024-08-02,134.75,136.58999633789062,133.0,135.17999267578125,134.50885009765625,2301500
2024-08-05,135.1199951171875,136.22000122070312,131.97999572753906,133.32000732421875,132.65809631347656,3665000
2024-08-06,137.0,139.8699951171875,136.38999938964844,136.85000610351562,136.17056274414062,2981100
2024-08-07,136.5800018310547,138.3699951171875,134.75,136.4199981689453,135.74269104003906,3071000
2024-08-08,136.25,138.39999389648438,136.24000549316406,137.10000610351562,136.41932678222656,1355100
2024-08-09,137.42999267578125,137.7899932861328,136.44000244140625,136.7899932861328,136.11085510253906,1446300
2024-08-12,135.9600067138672,136.22999572753906,134.80999755859375,135.6300048828125,134.9566192626953,1431300
2024-08-13,136.08999633789062,138.6999969482422,135.97999572753906,137.58999633789062,136.90689086914062,2388300
2024-08-14,137.5,138.1999969482422,137.0500030517578,137.25999450683594,136.57852172851562,1267900
2024-08-15,137.9199981689453,138.16000366210938,136.77999877929688,137.80999755859375,137.12579345703125,1134100
2024-08-16,137.9600067138672,138.0399932861328,136.72000122070312,137.39999389648438,136.7178192138672,1669800
2024-08-19,137.72000122070312,138.42999267578125,136.4199981689453,136.69000244140625,136.0113525390625,1671300
2024-08-20,136.89999389648438,138.17999267578125,136.42999267578125,136.9499969482422,136.2700653076172,1713300
2024-08-21,137.30999755859375,138.42999267578125,136.52000427246094,137.75,137.06610107421875,1583200
2024-08-22,137.92999267578125,138.16000366210938,136.5399932861328,136.75999450683594,136.0810089111328,1393600
2024-08-23,137.41000366210938,137.41000366210938,134.9499969482422,135.52000427246094,134.84716796875,1657800
2024-08-26,135.92999267578125,136.3000030517578,134.75999450683594,134.9499969482422,134.27999877929688,1727500
2024-08-27,134.1999969482422,134.9199981689453,133.74000549316406,134.5,134.5,2079100
2024-08-28,134.75,136.3000030517578,134.36000061035156,135.64999389648438,135.64999389648438,2180100
2024-08-29,135.80999755859375,136.6699981689453,134.63999938964844,135.25,135.25,1563000
2024-08-30,135.44000244140625,135.89999389648438,134.41000366210938,134.9199981689453,134.9199981689453,1892900
2024-09-03,134.60000610351562,135.64999389648438,132.6300048828125,133.47999572753906,133.47999572753906,1866500
2024-09-04,133.92999267578125,134.99000549316406,133.67999267578125,134.80999755859375,134.80999755859375,1877000
2024-09-05,134.8000030517578,134.97000122070312,133.86000061035156,134.5,134.5,1570000
2024-09-06,134.4199981689453,135.47999572753906,133.57000732421875,133.8699951171875,133.8699951171875,1930100
2024-09-09,133.80999755859375,134.1999969482422,132.44000244140625,133.0399932861328,133.0399932861328,2379100
2024-09-10,133.07000732421875,134.1699981689453,132.80999755859375,132.88999938964844,132.88999938964844,2174300
2024-09-11,132.42999267578125,134.22000122070312,130.6300048828125,134.02999877929688,134.02999877929688,2067500
2024-09-12,134.07000732421875,135.19000244140625,133.1300048828125,133.41000366210938,133.41000366210938,1613600
2024-09-13,133.47999572753906,133.9499969482422,132.92999267578125,133.64999389648438,133.64999389648438,1811500
2024-09-16,134.42999267578125,135.47999572753906,133.7899932861328,134.55999755859375,134.55999755859375,1929300
2024-09-17,134.58999633789062,135.2100067138672,132.16000366210938,132.35000610351562,132.35000610351562,2009600
2024-09-18,132.39999389648438,133.10000610351562,130.27000427246094,130.60000610351562,130.60000610351562,2186200
2024-09-19,132.1199951171875,132.50999450683594,129.97000122070312,131.08999633789062,131.08999633789062,2616500
2024-09-20,130.75999450683594,130.91000366210938,128.72000122070312,129.7100067138672,129.7100067138672,3272700
2024-09-23,129.8300018310547,131.1699981689453,129.67999267578125,130.3699951171875,130.3699951171875,2140700
2024-09-24,131.64999389648438,134.27999877929688,130.5,133.8000030517578,133.8000030517578,2697000
2024-09-25,133.8000030517578,134.08999633789062,132.00999450683594,133.08999633789062,133.08999633789062,1396100
2024-09-26,134.27999877929688,138.42999267578125,134.27999877929688,138.07000732421875,138.07000732421875,2573000
2024-09-27,137.52000427246094,140.02000427246094,136.99000549316406,139.9199981689453,139.9199981689453,2778300
