Date,Open,High,Low,Close,Adj Close,Volume
2024-08-01,21.6200008392334,22.0,20.600000381469727,21.010000228881836,20.48158073425293,6382100
2024-08-02,20.100000381469727,20.34000015258789,19.639999389648438,20.209999084472656,19.70170021057129,5506900
2024-08-05,18.969999313354492,20.010000228881836,18.540000915527344,19.59000015258789,19.097293853759766,5865700
2024-08-06,19.809999465942383,20.200000762939453,19.200000762939453,19.950000762939453,19.448240280151367,4965200
2024-08-07,20.360000610351562,20.5,19.559999465942383,19.729999542236328,19.23377227783203,4855600
2024-08-08,19.950000762939453,20.389999389648438,19.65999984741211,20.299999237060547,19.78943634033203,5624100
2024-08-09,20.3799991607666,20.420000076293945,20.010000228881836,20.200000762939453,19.691951751708984,5751600
2024-08-12,20.399999618530273,20.489999771118164,19.170000076293945,19.280000686645508,18.79509162902832,5464800
2024-08-13,19.170000076293945,19.760000228881836,18.860000610351562,19.530000686645508,19.038803100585938,4223500
2024-08-14,19.670000076293945,19.809999465942383,19.15999984741211,19.190000534057617,18.707355499267578,4366000
2024-08-15,20.139999389648438,20.200000762939453,19.6200008392334,19.899999618530273,19.39949607849121,5442500
2024-08-16,20.079999923706055,20.610000610351562,19.940000534057617,20.450000762939453,19.935665130615234,4425800
2024-08-19,20.5,20.510000228881836,19.899999618530273,19.969999313354492,19.467735290527344,4236900
2024-08-20,19.90999984741211,20.139999389648438,19.68000030517578,19.729999542236328,19.23377227783203,4711600
2024-08-21,20.0,20.389999389648438,19.25,19.530000686645508,19.038803100585938,7085500
2024-08-22,19.489999771118164,19.5,18.780000686645508,18.959999084472656,18.483139038085938,6760300
2024-08-23,19.06999969482422,19.860000610351562,18.969999313354492,19.739999771118164,19.243520736694336,7253600
2024-08-26,19.700000762939453,19.93000030517578,19.229999542236328,19.8700008392334,19.37025260925293,7415100
2024-08-27,19.700000762939453,20.0,19.3700008392334,19.600000381469727,19.10704231262207,10317200
2024-08-28,20.239999771118164,21.15999984741211,19.219999313354492,19.649999618530273,19.155784606933594,23738800
2024-08-29,19.360000610351562,20.1299991607666,19.1299991607666,19.770000457763672,19.272768020629883,11449600
2024-08-30,19.770000457763672,19.950000762939453,19.09000015258789,19.389999389648438,18.90232276916504,8254500
2024-09-03,19.350000381469727,20.360000610351562,19.31999969482422,20.299999237060547,19.78943634033203,12044200
2024-09-04,20.18000030517578,21.040000915527344,20.110000610351562,20.579999923706055,20.062395095825195,8922300
2024-09-05,20.809999465942383,21.079999923706055,20.309999465942383,20.489999771118164,19.97465705871582,5332700
2024-09-06,20.350000381469727,20.3799991607666,19.559999465942383,19.90999984741211,19.40924644470215,6463600
2024-09-09,19.899999618530273,20.15999984741211,19.559999465942383,19.8700008392334,19.37025260925293,4673300
2024-09-10,19.950000762939453,20.040000915527344,19.639999389648438,19.8799991607666,19.3799991607666,5130400
2024-09-11,19.3799991607666,19.450000762939453,18.299999237060547,19.079999923706055,19.079999923706055,8574900
2024-09-12,18.889999389648438,19.520000457763672,18.889999389648438,19.459999084472656,19.459999084472656,4750200
2024-09-13,19.75,20.239999771118164,19.530000686645508,19.719999313354492,19.719999313354492,6094500
2024-09-16,19.790000915527344,20.100000381469727,18.860000610351562,18.899999618530273,18.899999618530273,8221000
2024-09-17,19.040000915527344,19.389999389648438,18.59000015258789,18.729999542236328,18.729999542236328,7395100
2024-09-18,18.799999237060547,19.510000228881836,18.739999771118164,18.969999313354492,18.969999313354492,6358600
2024-09-19,19.479999542236328,19.540000915527344,18.600000381469727,18.6200008392334,18.6200008392334,7426100
2024-09-20,18.600000381469727,18.780000686645508,18.3700008392334,18.68000030517578,18.68000030517578,19075700
2024-09-23,18.350000381469727,19.100000381469727,17.889999389648438,18.940000534057617,18.940000534057617,8117400
2024-09-24,19.100000381469727,20.3799991607666,19.049999237060547,19.760000228881836,19.760000228881836,9785100
2024-09-25,19.719999313354492,20.290000915527344,19.610000610351562,19.709999084472656,19.709999084472656,7006300
2024-09-26,20.059999465942383,20.260000228881836,19.760000228881836,20.25,20.25,4373700
2024-09-27,20.440000534057617,21.06999969482422,20.219999313354492,20.899999618530273,20.899999618530273,6704100
