Date,Open,High,Low,Close,Adj Close,Volume
2024-08-01,117.05999755859375,117.25,112.30000305175781,113.08999633789062,112.52069854736328,2533500
2024-08-02,110.94000244140625,111.0,107.4800033569336,109.20999908447266,108.66023254394531,3194500
2024-08-05,106.3499984741211,107.77999877929688,105.12999725341797,106.38999938964844,105.85443115234375,2618600
2024-08-06,106.81999969482422,109.36000061035156,106.44000244140625,107.77999877929688,107.23743438720703,3020300
2024-08-07,103.63999938964844,106.0,99.29000091552734,99.54000091552734,99.03890991210938,8060500
2024-08-08,100.8499984741211,104.86000061035156,100.45999908447266,104.61000061035156,104.08338928222656,4877100
2024-08-09,104.45999908447266,104.56999969482422,102.25,103.69000244140625,103.16802215576172,3644600
2024-08-12,103.80999755859375,103.98999786376953,102.30000305175781,103.06999969482422,102.55113983154297,2542900
2024-08-13,103.6500015258789,104.30999755859375,102.95999908447266,104.0999984741211,103.57595825195312,2598600
2024-08-14,102.5,103.98999786376953,102.37000274658203,103.48999786376953,102.96902465820312,3921000
2024-08-15,105.0,105.47000122070312,103.7300033569336,104.29000091552734,103.76499938964844,3309700
2024-08-16,103.63999938964844,103.81999969482422,102.23999786376953,103.08999633789062,103.08999633789062,3416300
2024-08-19,103.6500015258789,104.37000274658203,102.93000030517578,103.83999633789062,103.83999633789062,1761800
2024-08-20,103.91999816894531,104.26000213623047,102.80000305175781,103.12000274658203,103.12000274658203,2500500
2024-08-21,103.23999786376953,104.69000244140625,103.08999633789062,104.0199966430664,104.0199966430664,2262000
2024-08-22,104.3499984741211,105.02999877929688,103.4800033569336,104.36000061035156,104.36000061035156,2419800
2024-08-23,105.0,105.7699966430664,104.02999877929688,104.63999938964844,104.63999938964844,2774400
2024-08-26,105.31999969482422,105.66999816894531,104.19000244140625,104.91000366210938,104.91000366210938,1773300
2024-08-27,104.55999755859375,104.87999725341797,103.7699966430664,103.86000061035156,103.86000061035156,1586600
2024-08-28,103.83999633789062,104.79000091552734,103.4800033569336,103.91000366210938,103.91000366210938,2414800
2024-08-29,104.22000122070312,105.45999908447266,103.73999786376953,104.08999633789062,104.08999633789062,2953600
2024-08-30,104.29000091552734,105.5,103.88999938964844,105.38999938964844,105.38999938964844,3476200
2024-09-03,104.58000183105469,104.80000305175781,101.55000305175781,102.0199966430664,102.0199966430664,3380600
2024-09-04,101.75,102.4000015258789,100.2300033569336,100.86000061035156,100.86000061035156,2767400
2024-09-05,100.37000274658203,100.58999633789062,98.31999969482422,99.97000122070312,99.97000122070312,4207700
2024-09-06,99.95999908447266,100.7699966430664,97.3499984741211,98.19000244140625,98.19000244140625,2780800
2024-09-09,99.26000213623047,100.1500015258789,98.9000015258789,99.58000183105469,99.58000183105469,2843100
2024-09-10,99.76000213623047,99.83000183105469,98.0999984741211,99.0999984741211,99.0999984741211,3004700
2024-09-11,98.87000274658203,100.06999969482422,96.62000274658203,99.91000366210938,99.91000366210938,2335500
2024-09-12,100.23999786376953,101.5999984741211,99.13999938964844,101.47000122070312,101.47000122070312,3728800
2024-09-13,102.0,102.7300033569336,101.52999877929688,102.02999877929688,102.02999877929688,2156700
2024-09-16,102.69000244140625,103.5,102.0199966430664,102.38999938964844,102.38999938964844,2361900
2024-09-17,102.80999755859375,104.58000183105469,102.80999755859375,103.9000015258789,103.9000015258789,3125700
2024-09-18,104.18000030517578,105.4000015258789,103.41000366210938,103.68000030517578,103.68000030517578,2129800
2024-09-19,106.05999755859375,106.25,105.0199966430664,105.91000366210938,105.91000366210938,2748300
2024-09-20,105.2300033569336,105.88999938964844,104.27999877929688,105.16000366210938,105.16000366210938,8125400
2024-09-23,105.73999786376953,106.45999908447266,104.55999755859375,105.05000305175781,105.05000305175781,2428200
2024-09-24,106.25,108.0,106.05000305175781,106.33999633789062,106.33999633789062,2909100
2024-09-25,106.37000274658203,106.94000244140625,104.30999755859375,104.4000015258789,104.4000015258789,2817200
2024-09-26,105.63999938964844,109.16000366210938,105.4800033569336,108.9000015258789,108.9000015258789,4063100
2024-09-27,109.47000122070312,110.45999908447266,108.87000274658203,109.22000122070312,109.22000122070312,3174200
